"ID_number","Diameter_in","Height_ft"
473,0.6,5.2
474,2.3,16.2
475,4.7,34.3
476,4.9,37
477,11.1,75.4
478,21.2,120.5
479,2.1,15.9
480,6.9,51.4
481,7.1,54.7
482,1.5,13.3
483,2.2,18.2
484,5.7,43
485,2.2,19.4
486,1.1,11.8
487,4.1,30.6
488,0.2,2.3
489,9.9,69
490,1.7,13.5
491,1,6.5
492,5.4,40.4
493,20.4,118.2
494,16.3,100.6
495,3.4,27.5
496,4.7,36.1
497,2.7,21.9
498,8.1,58.3
499,2.6,19.4
500,0.3,2.6
501,1.4,9.7
502,5.3,39.1
503,8,56.5
504,7.1,48.8
505,3.4,25.4
506,5.4,40
507,6.5,47
508,0.9,7.1
509,5.6,41.7
510,6.1,46.4
511,4.5,34.3
512,10,71
513,0.6,5.8
514,5,38.5
515,1.3,11.6
516,15.2,95.9
517,1,8.7
518,0.4,6.8
519,10.3,71.7
520,0.7,7.1
521,13.8,87.1
522,4.9,37.6
523,3.8,28.2
524,2.1,15.8
525,2.7,21
526,2.1,16.2
527,3.3,27
528,8,56.3
529,8.9,61.9
530,1.1,10.4
531,0.8,4.5
532,0.3,4.9
533,6.4,49.1
534,9.3,64.4
535,14.5,91.4
536,0.8,6.7
537,11.5,76.2
538,9.5,66.4
539,10.8,72
540,1.3,11.5
541,0.5,5.8
542,1,8.4
543,2.9,22.9
544,4.3,32.1
545,1.9,14
546,9.1,65.1
547,0,4
548,0.5,4.9
549,0.1,3.5
550,1.3,10.7
551,9.6,66.7
552,1.1,9.8
553,9.3,65.3
554,2.5,20.1
555,5,37.2
556,12,79.8
557,11.1,76.6
558,2.1,15.6
559,5.3,41.2
560,3.9,30.1
561,0.7,6.2
562,0.2,4.5
563,12.1,80.2
564,21.6,120.7
565,4,31.2
566,2.5,19
567,3.2,24
568,1.4,10.9
569,6.1,44
570,0.3,4.1
571,1.4,9.5
572,0.5,5.3
573,5.2,38.6
574,7.1,52.5
575,3.9,29.5
576,3.1,25.4
577,16,100.1
578,0.9,9.3
579,6,43.5
580,0.2,4.2
581,5.2,40.1
582,9.5,67.7
583,5.6,41.4
584,1.5,11.2
585,1.5,11.3
586,4.4,32.7
587,0.5,6.4
588,4.6,35.1
589,5.9,44.2
590,2.8,21.3
591,8.8,60.8
592,5,38.8
593,4.2,33
594,0.4,7.1
595,0.6,7.4
596,8.1,59.5
597,1.9,13.3
598,1.6,12.7
599,2.6,20.8
600,22.2,126
601,4.5,34.6
602,1.9,14.7
603,5.8,42.9
604,15.1,96
605,0.8,7
606,6.8,50.2
607,3.1,23
608,0.9,8.4
609,16.9,104.9
610,9.6,66.5
611,3.8,28.9
612,0.4,5.1
613,3.6,28.6
614,1.2,9.7
615,9.3,66.1
616,4.5,34.7
617,8.9,61.1
618,7.4,53.2
619,0.5,3.1
620,3,23
621,12.4,81
622,3,23.8
623,0.1,2.4
624,22.6,126
625,0.6,6.7
626,1.2,10.2
627,1.8,12.9
628,3.7,28.3
629,3.7,29.3
630,7.7,55.1
631,2.6,18
632,4.7,37.3
633,2.7,22.6
634,2.1,15.6
635,2.1,18.1
636,12.4,81.3
637,9.1,63.6
638,0.8,9.1
639,3.7,28.1
640,8.6,62.2
641,5.2,40.1
642,0.3,5.5
643,1.2,9.5
644,0.3,5.2
645,0.3,4
646,6.7,49
647,3.1,24.7
648,1.4,11.7
649,1,10.3
650,1.9,15.6
651,0.8,7.4
652,3.3,25.2
653,6.8,50.3
654,11.6,77.7
655,0.2,6.5
656,0.6,6.7
657,13.7,87.1
658,3.9,29.4
659,2.5,20
660,7.3,53.6
661,6,45.9
662,6,46.3
663,2.4,18.1
664,1,9.6
665,3.1,25.1
666,0.1,4.6
667,4.6,34.5
668,3.8,28.6
669,6.3,46.7
670,0,5.8
671,6.7,48.8
672,3.4,26.2
673,2.6,20.6
674,3.7,26.7
675,1.3,9.9
676,1.6,13
677,7.3,51
678,0.4,6.1
679,0.3,4.8
680,3.7,28.2
681,8.6,61.1
682,7.6,55.6
683,1.2,10.6
684,4.2,32.9
685,8,56.1
686,1,8.1
687,2.4,17.8
688,0.6,5.4
689,3.8,30.8
690,2,14.7
691,7.8,57
692,8.7,62.2
693,1.6,12.7
694,2.5,19.5
695,3.8,29.6
696,1.1,9.3
697,1.1,8.8
698,0.2,6.4
699,1.7,14.1
700,0.1,3.7
701,9.3,67.7
702,10,70.5
703,2.7,20.7
704,0.6,5.7
705,3.9,29.1
706,0.9,7.5
707,3.4,25.9
708,0.3,4.8
709,0.2,5
710,0.4,3.4
711,0.5,7.3
712,1.1,9.1
713,2.4,19.3
714,3.3,24.8
715,1.1,10.5
716,6.3,46.2
717,1.4,12.4
718,1.3,10.5
719,6.1,45.3
720,7.8,57.2
721,0.9,7.9
722,2.2,17.8
723,7.5,56.1
724,0.6,6.5
725,2.2,16.5
726,12.3,81.3
727,7,51.2
728,4.9,35.6
729,5.1,38.6
730,4.5,36
731,2.3,17.6
732,0.2,6.3
733,9.8,68.6
734,0.5,5.3
735,2.1,16.8
736,3.9,28.1
737,2.9,22.1
738,3.8,29.6
739,3.3,25.2
740,3.2,23.2
741,5.5,40.2
742,0.4,5
743,3,22.9
744,3.9,31.5
745,6.3,47.9
746,3.5,27.8
747,9,62.1
748,2,16
749,0.9,8.4
750,9.5,68.7
751,13.9,88.6
752,10.9,74.8
753,1,8.3
754,0.1,4.4
755,2.5,17.9
756,2.7,19.4
757,4.3,31.4
758,1.1,7.9
759,4.7,35.2
760,1.1,10.3
761,0.1,5.4
762,3,24.4
763,1.5,11.7
764,4.8,38.9
765,1.8,13.7
766,4.4,37.4
767,6.4,47.4
768,1.1,10
769,3.2,24.8
770,2.7,21.3
771,3.3,25.4
772,4.5,35
773,3,22.7
774,18.3,110.2
775,6.7,49.1
776,5.8,42.8
777,2.6,21.1
778,1.1,9.7
779,7.1,50.9
780,1.6,14.6
781,2,16
782,0.4,6.2
783,0.2,5.8
784,8.4,61.5
785,4.2,32
786,26,138.8
787,2.4,18.3
788,7.5,54.4
789,3.7,29
790,1.4,10.9
791,9.1,63.3
792,3.5,27.2
793,0.9,7.7
794,0.3,4.8
795,1.6,12.7
796,4.4,33.7
797,0.3,5.4
798,1.9,15
799,1.5,12.8
800,6.4,46.4
801,24.2,132
802,0.8,5.7
803,6,45.8
804,18.7,110.9
805,1.6,10.5
806,1.8,14
807,4.3,31.7
808,6.1,45.5
809,1.6,13.9
810,1.1,10.9
811,1.6,13.6
812,0.5,4
813,3,25.1
814,4.6,35.5
815,0.5,6.9
816,5.2,38.4
817,6.7,50.1
818,10.3,72.2
819,4.1,31.5
820,13.1,84.5
821,7.2,54
822,0.2,4.5
823,5.2,36.6
824,22.2,124.1
825,7.9,55.6
826,6,44.9
827,19.8,117
828,11.3,75.4
829,1.2,9.3
830,3.3,25.6
831,1.7,14.9
832,6.6,50
833,2.1,15.6
834,3.8,30.3
835,0.3,7.3
836,2.4,17.6
837,9.9,68.8
838,4.4,32.9
839,0.8,6.5
840,10.9,73.8
841,1.2,8.9
842,2.7,22.5
843,9.8,68.5
844,2.1,16.5
845,5.5,41
846,0.1,5.4
847,3.9,30.2
848,1.7,11
849,2.4,19.4
850,7.6,54.8
851,1,8.8
852,5.4,40.5
853,0.7,7
854,10.6,71.8
855,7.5,54.7
856,5.3,39.4
857,6.1,46.7
858,2.6,18.4
859,11.7,78.8
860,1.3,11.7
861,13.2,84.5
862,0.2,5.5
863,0.4,5.5
864,1.2,10.7
865,2.5,18.9
866,2.2,18
867,0.3,5.2
868,0.4,5.7
869,3.3,25.1
870,1.8,15.4
871,1.7,13.5
872,1.7,14
873,8.8,63.4
874,11.1,74.3
875,9.5,66
876,0,4
877,1.5,12.3
878,1.7,13.8
879,2.3,18.1
880,0,4.1
881,1,8.3
882,11.8,78.1
883,3.8,29.2
884,11,75
885,0.1,3.1
886,0.4,4.7
887,16,98.7
888,6.4,48.6
889,5.3,41.4
890,0.2,3.5
891,32,156.7
892,5.5,43.1
893,1.3,10.3
894,1.9,15.6
895,5.9,43.7
896,9.7,66.9
897,0.7,6.8
898,1.6,12.9
899,3.3,25.9
900,16.2,101.2
901,0.2,3.8
902,1.3,12.6
903,7.3,53
904,2,18
905,14.9,90.8
906,7.4,52.9
907,4.5,34.5
908,3.2,23.7
909,2.3,16.7
910,12.8,84.4
911,3.9,30.7
912,5.5,41.8
913,4.6,35.7
914,1.3,11.5
915,8.7,62.5
916,2.3,17.2
917,5,39.1
918,2,15.4
919,10.6,71.8
920,5.2,39
921,14.3,92.3
922,5.7,44.4
923,8.4,60.7
924,3.5,27.2
925,1.2,9.3
926,4.6,34.9
927,1.2,8.1
928,3.4,26.8
929,2.2,17.8
930,1.6,12.6
931,6.1,46.6
932,0,3.5
933,9.6,65.8
934,3.5,26.9
935,2.5,19.9
936,2.8,21.9
937,8.1,58.8
938,5.2,41.5
939,1.1,7.8
940,4.1,30.4
941,4.3,33.6
942,3.7,29.4
943,4.5,33.2
944,7.4,52.1
945,0.1,5.8
946,5.4,40.4
947,15.5,96
948,11.3,76.3
949,3.4,27.7
950,7.6,53.7
951,8.9,62
952,1.3,10.4
953,4.7,36.2
954,14.3,91.1
955,1.4,12.7
956,8.6,60.3
957,12.2,82.3
958,5.7,42.4
959,1.6,12.9
960,11.4,75.9
961,1.9,13.8
962,7.4,53.1
963,1.9,16.2
964,0.8,6.4
965,7.3,52.8
966,10,69.7
967,0.6,6.8
968,3.5,24.7
969,7.1,51.8
970,2.4,18.6
971,1.3,8.9
972,1.9,16.5
973,4.8,36.9
974,1.2,10
975,4,30.2
976,3,22.5
977,5,36.4
978,12.2,80
979,0.1,3.7
980,6.7,48.1
981,0.6,5.7
982,2.2,15.9
983,4.9,38.5
984,1.8,13.1
985,4.8,35.6
986,0.8,7.3
987,1.8,13.9
988,2.6,19.6
989,20.6,119.5
990,3.2,24.6
991,6.1,45.5
992,3.5,25.4
993,9.1,63.4
994,16.1,98.9
995,7.4,54.3
996,0,4.2
997,3.9,29.8
998,6.2,46.4
999,9.5,65.4
1000,5.4,40.7
1001,3.7,29.6
1002,1.4,11.7
1003,3.8,29.8
1004,4.2,31.1
1005,4.1,30.1
1006,3.3,24
1007,4,30.3
1008,0.9,9.5
1009,10.7,73.7
1010,4,29.7
1011,0.4,3.3
1012,2.5,20.3
1013,9.7,68.2
1014,3.8,29.4
1015,1.9,15.8
1016,2.4,17.7
1017,6.3,44.8
1018,6.4,45.7
1019,28.6,145.6
1020,1.1,8.9
1021,5.1,38.4
1022,0.5,5.6
1023,6.9,50.6
1024,1.1,9.1
1025,1.3,10.3
1026,5.4,41.2
1027,3.8,28.9
1028,2.6,20.7
1029,6.6,49.7
1030,8,56.9
1031,7.7,57.7
1032,1.3,10.6
1033,16.6,101.1
1034,1.7,13.4
1035,9.5,66.9
1036,0.7,6.5
1037,12.3,82.6
1038,0.9,7.8
1039,0.3,3.7
1040,17.9,107.5
1041,2.3,15.8
1042,2.8,18.8
1043,14.6,93.2
1044,9.5,68.1
1045,4.4,31.4
1046,12.7,84.7
1047,0,3.7
1048,2,17.2
1049,0,5.5
1050,2.2,16.9
1051,5.5,41.3
1052,0.8,6.3
1053,0.3,4.9
1054,2,15
1055,0.2,6.4
1056,10,67.9
1057,2.3,16.9
1058,0.4,4.1
1059,5.8,42.2
1060,13,85.6
1061,1.5,11.9
1062,0,4.5
1063,3.4,26.9
1064,2.9,22.7
1065,5.7,43.4
1066,3.9,29.3
1067,10.5,69.7
1068,1.1,10.1
1069,2.4,18.9
1070,23,126.7
1071,1.7,12.8
1072,3,23
1073,14.3,90.5
1074,0.4,5.5
1075,2.8,21.8
1076,4.3,32.5
1077,2.4,18.5
1078,10.9,75.6
1079,1.3,11.4
1080,14,91.1
1081,1.3,10.7
1082,9,63.9
1083,5.9,43.9
1084,4,28.9
1085,0,2.9
1086,6,44.8
1087,2.8,22
1088,3.9,32.5
1089,1.3,10.6
1090,1.1,9.4
1091,2.8,20.2
1092,6.5,48.1
1093,2.5,18.2
1094,9.8,66.8
1095,5.8,44.1
1096,14.5,91.5
1097,3.4,24.8
1098,5.6,42.4
1099,12.4,83.7
1100,4.6,34.1
1101,5.4,40.2
1102,22.9,126.4
1103,3.8,28.1
1104,1.1,9.2
1105,0.1,4.5
1106,2.7,20.8
1107,0.2,2.6
1108,0.9,7.2
1109,2.6,20
1110,15.7,97.8
1111,13.6,87.1
1112,0.1,4.1
1113,1.8,14.7
1114,3.6,27
1115,8,56.5
1116,12.3,82
1117,1.7,14.5
1118,0,4.5
1119,1.6,14.6
1120,0.1,3.2
1121,2.9,22
1122,0.2,4.7
1123,1.9,13.7
1124,21.5,121.6
1125,1.8,12.8
1126,4.6,35.3
1127,16.8,103.2
1128,12.3,80.4
1129,0.9,7.9
1130,0.3,4.2
1131,1.9,15.8
1132,7.2,53.1
1133,13,84.1
1134,4,30.2
1135,9.3,64.2
1136,8.2,58.3
1137,0,4.4
1138,5.4,41.1
1139,0.1,4.8
1140,1.8,13.8
1141,3.3,26.9
1142,0.2,4.7
1143,4.7,35.3
1144,8.5,60.1
1145,0.1,4.7
1146,1.9,15.3
1147,1,11.2
1148,0.7,6.2
1149,0.9,7.6
1150,4.1,31.4
1151,2.8,21.6
1152,1.3,10.3
1153,10.4,72
1154,1.7,14.6
1155,1.5,14
1156,2.7,21
1157,0.6,7.3
1158,7,50.4
1159,0.8,6.5
1160,9.9,69.6
1161,1,7.3
1162,0.4,5
1163,2.7,20
1164,18.6,111.3
1165,8,58.5
1166,0.6,5.7
1167,9.2,63.6
1168,5.1,38.1
1169,1.6,12.5
1170,1.7,13.3
1171,5.3,41.4
1172,10,69.2
1173,2.2,17.2
1174,2.5,19.2
1175,2.8,21.1
1176,0.1,4.9
1177,3.3,24.3
1178,0.5,6.9
1179,14.6,92.8
1180,0.8,4.5
1181,4.5,35.6
1182,7.1,52.3
1183,5.4,41.1
1184,9.8,65.6
1185,5.2,41.2
1186,1.1,10.7
1187,0.5,4.7
1188,4.9,37.9
1189,3.2,24.3
1190,2.2,17.5
1191,1.9,15.6
1192,2.6,21.1
1193,3.6,25.5
1194,3.6,27.1
1195,5.4,40.2
1196,5.9,43.3
1197,16.2,98.8
1198,0.6,5.9
1199,1.7,13.3
1200,7.4,53.3
1201,0.3,5.3
1202,3.1,24.2
1203,6.5,46.2
1204,1.5,11.9
1205,3.1,22.7
1206,0.8,7.2
1207,9.8,68.1
1208,2.8,19.7
1209,1.1,9.5
1210,2.5,18.8
1211,9.1,64.8
1212,1.3,11.2
1213,3.2,23.9
1214,0.6,6.6
1215,3.9,29
1216,1.5,11.9
1217,0.6,8.2
1218,4.2,32.9
1219,11.2,74.2
1220,9,63.3
1221,1.5,12.9
1222,5.6,41.8
1223,4.5,34
1224,0.7,5.7
1225,1.6,14.5
1226,3.6,27.7
1227,2.5,20.5
1228,1.5,12
1229,3.7,28.5
1230,8.8,62.9
1231,1.8,15.1
1232,0,5.2
1233,7.4,53.8
1234,0.4,4.2
1235,8,56.9
1236,2.3,17.2
1237,3,22.2
1238,9.9,69.8
1239,3.9,29.7
1240,2.9,21.4
1241,3.4,26.8
1242,4.1,31.9
1243,9,63.2
1244,3.4,25.9
1245,8.3,59.5
1246,0.7,6.1
1247,2.3,16.9
1248,1.6,15.1
1249,0.2,7
1250,11.5,77.4
1251,12.7,82.4
1252,2.3,19.9
1253,13,85.5
1254,1.6,13.4
1255,0.6,7
1256,2.2,17.4
1257,4.6,37.4
1258,1.1,7.5
1259,1.3,10.2
1260,6.5,49.4
1261,0.4,4.5
1262,0.3,5.3
1263,18.9,113.2
1264,9.8,67.3
1265,1.2,8.3
1266,8.6,63.3
1267,1.6,13.8
1268,2.7,21.3
1269,7,53.2
1270,0.3,5
1271,0.2,3.2
1272,7.1,53.3
1273,3.8,27.5
1274,5.5,41.2
1275,4.4,33
1276,23.9,131.1
1277,0.1,5.4
1278,2,13.9
1279,7.5,56.6
1280,4.4,32.3
1281,6.6,48.9
1282,3,24
1283,14.5,92.2
1284,1.8,15
1285,0,3.7
1286,1.7,15
1287,4.5,34.9
1288,5,38
1289,2.3,19.7
1290,4.1,31.9
1291,2.1,17.4
1292,7.1,51.8
1293,7.6,56.3
1294,2.2,17.8
1295,1.9,15.4
1296,2.7,19.1
1297,0.9,8.9
1298,3.4,26
1299,15.6,95.9
1300,12.5,81.5
1301,3.8,28.5
1302,3.2,25.1
1303,6.2,44.6
1304,1.6,14
1305,8,56.3
1306,2.9,23.3
1307,14,90.9
1308,11.7,79.3
1309,2.5,20.2
1310,1.4,12.3
1311,0.7,6.9
1312,4.2,32.8
1313,3.2,24.2
1314,0.2,4
1315,9.7,69.7
1316,3.9,29.3
1317,1.1,9.5
1318,23.2,126.9
1319,6.1,45.6
1320,0.4,4.5
1321,3.5,27.7
1322,21.7,121.6
1323,17.8,106.2
1324,4.5,34.5
1325,10.3,70.1
1326,0.4,5.6
1327,0.7,6.6
1328,13.4,86.3
1329,4.9,36.4
1330,9.7,68.2
1331,5,35.6
1332,11.6,77.4
1333,1.1,8.9
1334,0,4.3
1335,5.6,41.6
1336,1,9.6
1337,3.1,23.3
1338,9.4,66.2
1339,0.9,8.4
1340,9.5,66
1341,0.6,6
1342,0.5,8.5
1343,0.5,6.5
1344,1.7,12.6
1345,0.9,5.7
1346,0.3,6.2
1347,1.7,14.2
1348,4.8,35.6
1349,0.1,3.6
1350,5.9,45.7
1351,4.6,35.4
1352,1.2,9.4
1353,3.2,23.3
1354,6.8,49.7
1355,0.7,6.2
1356,3.9,30.6
1357,1.1,8.7
1358,12.2,80.8
1359,1.2,8.9
1360,1.2,10.2
1361,6.3,45.5
1362,14.1,91.4
1363,0.8,6.6
1364,2.3,17.4
1365,0.1,4.2
1366,2.4,19.4
1367,11.4,77.2
1368,16.8,102.1
1369,1,7.5
1370,5.5,41.9
1371,2.5,19.5
1372,2.3,19.2
1373,3.6,27.4
1374,4.9,37.8
1375,4.6,34.8
1376,2.4,17
1377,5.7,44
1378,5,36.9
1379,10.1,69.9
1380,0.5,5.2
1381,12.9,85
1382,15.7,97.7
1383,3.4,26.8
1384,6.9,49.8
1385,9,63.4
1386,1.6,11.9
1387,2.7,20.4
1388,0.1,6
1389,5.2,40.6
1390,1.3,10.4
1391,1.2,11.3
1392,0.2,5.3
1393,14.6,93.8
1394,5.6,39.4
1395,7.1,51.6
1396,7.2,51.4
1397,2.6,19.4
1398,6.1,45.1
1399,6.5,48.3
1400,14.7,93.1
1401,5.6,41.7
1402,15.9,98.3
1403,2.2,16.3
1404,1.8,12
1405,3.8,29
1406,3.5,26.3
1407,1.4,10
1408,0.3,5.3
1409,2.4,17.7
1410,3.3,27.4
1411,9.4,67.2
1412,1.4,11.4
1413,2.8,21.1
1414,2.1,15.4
